,知乎名称,个人介绍,性别,是否为知乎会员,粉丝数,知乎回答数
1150,Jason,本就是沧海一粟，却仍想掀起波澜。,男,非会员,82,7
3913,是云云啊,,女,非会员,82,1
4596,章鱼哥,,男,非会员,82,17
5693,梅西,学生,男,非会员,82,7
8223,enigma,Invictus Maneo,男,非会员,82,245
10920,努力做一个好人,杰迷/菲迷/纲丝/诗词,男,非会员,82,234
8046,汪楚尧,探究世间事物发生之缘由,男,非会员,81,20
8772,功夫子,行走红花翠柳，梦游大漠雪山,男,非会员,81,4
9678,张鹏程,在数院学信安却喜爱编程的家伙,男,非会员,81,58
10653,Blissli,非淡泊无以明志，非宁静无以致远。学术，学术，学术！,男,非会员,81,3
792,1994,我已是深渊又有何惧？,男,非会员,80,42
1939,王尔德,一只双马尾,男,非会员,80,87
5493,曦寰,淘气的独行侠,男,非会员,80,56
9561,SinZ,旅行终身/Statistic/PS/3dmax/,女,非会员,80,83
4167,Alex Zhang,一个IT码农,男,非会员,79,75
6177,sunny,一天要说两万字，我有故事我也有酒,女,非会员,79,9
9285,FloFlo,So much time on the other side,女,非会员,79,8
1370,猫丼子,,女,非会员,78,2
1453,吴沛鸿,运动狂魔及Android工程师混合体,男,非会员,78,57
2216,红枣枸杞茶,游戏已戒,男,非会员,78,86
8293,图片,悲观/厌世/消极/懈怠,男,非会员,78,0
10514,神明冫,若世有神明 亦能胜他半子,女,非会员,77,22
10842,Evelyn,宇宙孤儿,女,非会员,77,11
2730,Feng Nie,Data Scientist,男,非会员,76,0
5262,前端薛,这辈子前端水平赶不上尤雨溪了，争取英语水平赶上。,不详,非会员,76,241
6704,wzz,毕业了,男,非会员,74,54
7678,颜悬哉,公众号：yanxuanzai 一个让你成长更快的地方,男,会员,74,6
8944,unodostres,stay happy&amp;cool.stay fool&amp;true,女,非会员,74,6
281,王初灵,狂妄得都想做艺术家了,女,非会员,73,11
2314,锦秀丶,向艾斯学习,男,非会员,73,58
5380,菩提心,PLA,不详,非会员,73,9
10730,刘展,曾美术教师，设计师，郏县之窗合伙人，河南正策CEO,男,非会员,73,93
46,乔居双,后端开发工程师,男,会员,72,38
5616,投影仪,美滋滋,男,非会员,72,40
10318,MOLICH,苟利国家生死以，岂因祸福避趋之,不详,非会员,72,4
4020,世界常新,恒常不存，世界常新。,男,非会员,71,20
8423,马文聪,航天工程师,男,非会员,70,70
5015,白粥黑米,西游千万部，章爷第一部，改编不规范，谢罪两行泪。,男,非会员,69,152
7715,与世界格格不入,一个人的命运啊，当然要靠自我奋斗，但是也要考虑到历史的行程。,男,非会员,69,48
1880,霍达,宅男一枚 读书听歌 看片吃喝,不详,非会员,68,19
7451,蔡蔡,国际贸易，海外投资，AIA,女,非会员,68,1
7653,密斯卡托尼克大学,,不详,非会员,68,36
9969,tsun,山川湖海,男,非会员,68,37
1059,刘畅Jony,荡到了产品经理这棵树上的程序猿,男,非会员,67,12
1392,奥利奥,热衷于瞎琢磨，希望有朝一日可以变成热衷于思考。,男,非会员,67,28
2350,StarDamnSucks,你是天上的乌鸦飞呀飞，我是地上的黑狗追啊追,男,非会员,67,20
2440,不要惹我很凶的,我这人很年轻。,女,非会员,67,93
3496,Ghost,,男,非会员,67,2
3984,李老白,Dido 或者 Dolores O&#39;riordan,男,非会员,67,83
5201,KWill,颜控/智商至上/南吹/女团博爱粉/憋论文ing/头像女票大人,男,非会员,67,38
1741,大泽哥,皇汉/圣公会慕道/,男,非会员,66,51
5084,Sental Cristar,,男,非会员,66,144
6081,Eudemonia,,男,非会员,66,5
7636,Daniel,没有铁头功。,不详,非会员,66,47
7932,不见长安,,女,非会员,66,6
10358,龚斌,捡肥皂的大叔,不详,非会员,66,1
1820,Francis Zhang,比特—&gt;原子—&gt;金元—&gt;人性,男,非会员,65,13
4814,诗佳匹,打酱油,男,非会员,65,16
6891,张小暴,当时只道是寻常,男,非会员,65,92
7652,小范2,CS在读 / 邦邦人 / 左左壬,女,非会员,65,6
27,尼师,数学 金融 经济 某越,男,会员,64,75
831,喵喵喵,藏拙与巧，破而后立。不忘初心，自强不息。。,不详,非会员,64,283
2093,橙子,脾气不好，但可爱(๑• . •๑),女,非会员,64,50
2635,Gavin,原本想顿悟,男,非会员,64,10
4361,牛大卫,TMT早期投资,男,非会员,64,94
5876,珠穆朗玛,公众号：missgro     富贵说,男,非会员,64,9
7273,Geoffrey,临床医学,男,非会员,64,28
8137,W.kellen,加拿大CS留学狗，谷粉，比特币信仰者，经济学爱好者,男,非会员,64,12
8613,吉祥如意,吉祥如意,不详,非会员,64,4
178,Wang校长,Orthopaedic surgeon，骨科医生，足踝外科,男,非会员,63,9
4520,刘大喵,,女,非会员,63,40
1501,迷途小書童,在IoT+AI有点研究,男,非会员,62,83
4671,对你好,幼师,女,非会员,62,104
5059,鸡贼叔叔,我就嘟嘟嘟，嘟嘟你,男,会员,62,105
6632,活泼可爱逗B宇,能吃爱爬山会弹琴的职业掰腿小胖师傅,男,非会员,62,130
8161,铁骨铮铮小婷喵,于嗟鸠兮，无食桑葚。于嗟女兮，无与士耽。,女,非会员,62,112
9033,Wayne,不会修车的电子工程师怎么做好互联网,男,会员,62,71
2937,当时一念起,业务员， 天蝎座。,男,非会员,61,12
5158,冯锐,,不详,非会员,61,15
5570,武林萌主,,不详,非会员,61,29
9625,许扬超,一名有原则的共产党员！,不详,非会员,61,224
3399,四字弟弟,大学生,男,非会员,60,32
3633,zhenglei2015,,男,非会员,60,8
8329,张明铭,自媒体修炼中,男,非会员,60,10
1775,XXX,,不详,非会员,59,66
1955,江南神乐,一枚无产阶级工农兵,男,非会员,59,30
6057,Minsc,macOS应用开发者; 独立游戏开发者,不详,非会员,59,8
6616,看起来是不是很凶,...,不详,非会员,59,17
6874,ppwin, 每个个体 都自成宇宙,女,非会员,59,3
10248,Aki的叶子,,女,非会员,59,0
10427,Serendipity,梦想太多～,女,非会员,59,33
586,辉常,金融,男,非会员,58,70
2795,小春日和,偶有山河踏梦来,女,非会员,58,18
2936,张志鑫,一次人间也匆忙,男,非会员,58,57
3002,时雨绮罗,马上就要减肥成功的死肥宅,男,非会员,58,76
3159,周勃,论如何在信息垃圾堆寻找自己想要的东西。,男,会员,58,35
5321,寒与热,一个很普通的人,男,非会员,58,110
5599,裘德洛,以正合，以奇胜。,男,会员,58,14
8212,Windy,交互設計師 in 淘寶,不详,非会员,58,1
9651,桔梗,我比小白大一点 我叫大白,男,非会员,58,51
9915,失败的老实人,惨惨惨，我好惨啊,男,非会员,58,51
282,Aether,多大玄学系在读,男,非会员,57,332
697,舍得,,男,非会员,57,28
1350,玉净瓶 晦明,少年vet   吴绮罗  桂学家,男,非会员,57,85
3701,俾斯麦,内心戏十足口头一句嗯,男,非会员,57,60
5331,丹佛大师,站在巨人的肩膀上看世界,男,非会员,57,22
6159,晓寒残夜,It&#39;s important to be loved but it&#39;s profound to be understood.,不详,非会员,57,22
9275,Chang Crystal,商业咨询,女,会员,57,6
1521,远远,糖糖的男子汉/死ji肥shu宅/钢铁直男,不详,非会员,56,28
1696,RmCh,computer vision,男,非会员,56,82
2611,电商分享,,男,非会员,56,11
3547,ThrowYouARem,这是一个没有什么用的大号,男,非会员,56,81
3569,伊恒,机器学习爱好者,男,非会员,56,12
3955,neo,战斗鸡 ,女,非会员,56,104
5246,哥哥,80后！三胞胎爸爸！农创弄潮儿！,不详,非会员,56,55
7367,Ting Ken,阿仙奴球迷，J舍饭已毕业，湾湾交换，搬砖ing，提高姿势水平ing,女,非会员,56,11
10691,王耑,,女,非会员,56,1
1072,王生,,男,非会员,55,15
2499,赫敏,摄影 | web前端,女,非会员,55,0
3902,幽都伊儚,怀梦泛学爱好者,女,非会员,55,56
4236,尊师张顺飞,直播10%嘴臭90%,男,非会员,55,37
5000,西风独自凉,电工,男,非会员,55,2
5553,刘嘉文,电子工程,男,非会员,55,187
5601,犁生,牢骚满腹防肠断，风物犹宜放眼量,男,非会员,55,17
6250,白馬非馬,今晚月色很好,不详,非会员,55,12
6975,酷海深蓝,打酱油,男,非会员,55,14
8190,自由,,不详,非会员,55,85
9053,不当喷子强身健体,如果说话就会伤害别人，我宁可沉默。,男,非会员,55,26
9913,墨云北Allen,INTJ/XJTU/MDD/OCD/GAD,男,非会员,55,0
10988,七筒,努力做一个看过世界的人而不是对这世界蠢蠢欲动,不详,非会员,55,12
1618,Jerry Shen,西二旗民工,男,非会员,54,5
2310,智障,很智障,男,非会员,54,59
2534,李杪,微信公众号：李杪，欢迎围观(・o・),女,非会员,54,28
2648,刘潘潘,企业法定代表人,女,非会员,54,202
9163,驱魔师大人,思念在逞强，不肯忘,男,非会员,54,133
10502,祥子,一个信奉先进生产力和生产关系的愤青！,男,非会员,54,179
763,Chris,莫遣佳期更后期,男,非会员,53,35
2395,弓珏,如如猫和珏珏兔,不详,非会员,53,16
2777,here六零,不做懒汉，不做胆小鬼,男,非会员,53,24
4161,老楼,多吃香菜/香菜刨冰/香菜酸奶,女,非会员,53,47
5140,许不二,不如抬杠,男,非会员,53,363
6094,Michael,风雨兼程,男,非会员,53,73
6282,小米,学艺不精,男,非会员,53,250
1634,明月几时有汪,粗糙的利他主义者,男,非会员,52,17
4115,SchoolDays,Work hard to achieve my ambition,男,非会员,52,4
4215,中山靖王刘玄德,脸皮厚大中华地区我排第二，第一我还没生出来。,男,非会员,52,5
5332,Mr.FIG,,男,非会员,52,1
6188,弃医学画火龙果,相声业余热爱音乐祖传中医的美术生,男,非会员,52,57
6479,Arashi,广州本地。,男,非会员,52,512
8086,Roey,微信公众号：夜梦呓语,男,非会员,52,25
9190,安琪,HR,女,会员,52,0
9481,Thatsfine,锦书送罢蓦回首 无余岁可偷,女,非会员,52,27
140,周南小雅,科学社会学哲学化学物理文学语言学海龟学留学历史军事爱好者,女,非会员,51,55
1234,Teletubbies,辣茄滞销，帮帮我们。,男,非会员,51,71
2488,Siegfried,我喜欢化学，一辈子那种。,不详,非会员,51,58
2896,包包,,女,非会员,51,50
3887,夜空中的一颗星,君子自强不息，厚的载物,男,非会员,51,56
3989,韩哲,今夜酒店特价联合创始人,男,非会员,51,1
5584,天凉好个秋,间歇性踌躇满志，持续性混吃等死。,男,非会员,51,19
7629,军迷SU,学生、军事迷,不详,非会员,51,114
8001,洗过马,你问我支持不支持，我当然支持啦,男,非会员,51,53
1641,蒟蒻FYX,蒟蒻,男,非会员,50,39
2327,张皓,,男,非会员,50,19
4090,金水金水来点土,,女,非会员,50,16
6857,启明星的指引,,男,非会员,50,378
10120,乐正壹,首席锯木头手,女,非会员,50,8
437,酱儿安,某大学CS学生,男,非会员,49,8
462,Yvonna,情感类问题不懂不答,女,非会员,49,82
1230,苏晓,兴趣广泛的PM/app/互联网金融,男,非会员,49,4
3630,Botasky,,男,非会员,49,8
7361,李轩辕,玩泥巴！,男,非会员,49,34
9794,沉墨,生如夏花之绚烂，逝如秋叶之静谧美,不详,非会员,49,208
10049,Rick,加油。,男,非会员,49,9
10645,乔帮主,时间自有来速,女,非会员,49,26
3193,一部分人先负起来,学生,男,非会员,48,0
3585,木子,,不详,非会员,48,65
3676,成长,"Happy is simple,but...",男,非会员,48,2
4049,海底月是天上月,,男,非会员,48,0
9863,赵赵的周末厨房,"微信公众号：赵赵的周末厨房
美食，摄影，电影，音乐！",女,非会员,48,8
10226,青年晚报记者,,不详,非会员,48,32
1324,H-ZeX,崇尚理性,男,非会员,47,39
1872,知足,一般职员,不详,会员,47,2
3598,张世荣,有点疲倦，想先睡觉，想重新开始。。。,男,非会员,47,57
4392,阿德,预备程序员？,男,非会员,47,5
4423,「已注销」,,女,非会员,47,12
8002,xiaoluxin,永远的beta版,男,会员,47,49
8372,万事皆允,混沌归于虚无,男,非会员,47,6
8948,程晔安,清华大学自动化系,不详,非会员,47,1
83,不再让你孤单,,不详,非会员,46,2
767,习习,爱的藏起来，喜欢的拿出来,女,非会员,46,23
1497,Sumoon,,女,非会员,46,0
1929,张霞客,shall we talk？,女,非会员,46,0
2092,孙幼凌,佛系coder,男,非会员,46,38
2304,小二上酒,,男,非会员,46,51
2309,羊先森,,不详,非会员,46,6
3549,黑川,各种不专业人士,男,非会员,46,133
4140,青鹏同学,学生,男,非会员,46,32
4384,某百香果支配者,喜欢玩游戏,男,非会员,46,49
5151,Zoe Wang,做最专业的求职和留学文书@DocPhD,男,非会员,46,8
10573,青年张震,心软癌晚期的半民谣吉他手/伪拜仁球迷/假日漫迷/底层科研工作者/正值青年/,男,非会员,46,21
2695,Colin,海淘小代购，colin199x,女,非会员,45,12
5680,windsprit,其实李白可汪伦才是天生一对,男,非会员,45,42
6098,Aixy,智能化工程师,男,非会员,45,9
8859,一只特立独行的猪,,男,非会员,45,140
9209,星晨石,,男,非会员,45,11
10239,陆海旭,是人类，但鄙视人类。,男,非会员,45,27
736,严宽,死宅、喜欢鲁迅、物理在学、单机游戏动画片。,男,非会员,44,2
1762,Nobody,,男,非会员,44,19
4268,chin,设计师,男,非会员,44,10
4454,大面包,台湾中央大学交流生 村官一枚,女,非会员,44,14
4793,南方金三瘦,菊厂专注基础软件二十年,男,非会员,44,3
5033,胖海豚,壹心理问答社区·运营 胖海豚,女,非会员,44,0
6990,河丘风雪夜,学生,男,非会员,44,47
7232,迎风奔跑的野猪,,不详,非会员,44,6
7456,张牧之,信托从业者,男,非会员,44,90
8239,刘什么刘,不可描述,不详,非会员,44,18
163,这个也是可以的,学生,不详,非会员,43,4
1884,五桂先生,因政治敏感被封号N次,男,非会员,43,34
2347,Vet.Chen,预防兽医学/摄影/R6/java/js,男,非会员,43,38
2587,白色巨塔,艺术,男,非会员,43,5
3368,张山,中关村第一张国立,男,非会员,43,14
3871,Weirdo,,男,非会员,43,21
5338,好多女孩追我,投资分析 政策解读 文化复兴 戒过网瘾 扛过郁抑症,男,非会员,43,93
6401,原野,设计小学童。,男,非会员,43,41
7803,时之刃,发呆,男,非会员,43,20
9710,高超,,男,非会员,43,22
636,不忘心,不忘初心，科学修仙！,男,非会员,42,25
1095,zhyw,呃呃呃,男,非会员,42,76
2294,浅浪醉眠,一线教师,不详,非会员,42,27
2386,文学院代表,,男,非会员,42,0
6625,RationalRiot,临床医学/考研狗/持不同梦见者,男,非会员,42,50
6831,徐苏旸,"Market Microstructure, HFT",女,非会员,42,30
7572,自嗨的多罗,敏锐与察觉,男,非会员,42,0
8378,gebushimaidi,西瓜大伪程序猿~,男,非会员,42,39
556,Krystal,,女,非会员,41,5
1818,倚风,,男,非会员,41,2
2054,爬往金字塔顶的蜗牛,AI搬砖,男,非会员,41,143
2149,固态硬盘,做爱做的事，交配交的人,男,非会员,41,23
5836,有点甜诶,,不详,非会员,41,6
8216,良人,大龄剩男,男,非会员,41,36
187,冰Coke不加冰,所有的生命都是向死而生,女,非会员,40,8
1163,Bazzi,IT/ 电子商务,女,非会员,40,32
2845,Makayla,,女,会员,40,32
3140,不爱吃饭的饕餮,汽车高级工程师,男,非会员,40,12
4144,众里寻他千百度,磨练技能,男,非会员,40,95
4299,二炮手,创意视频及制片,男,非会员,40,63
4795,junexong,陈升 王菲 梁朝伟 皮尔洛 小迷弟,不详,非会员,40,87
5590,珞喻路152号,打过酱油，做过记者，写过小说搬过砖。,男,会员,40,49
5617,汤达人,汉唐明史爱好者，月厨&amp;P社玩家,男,非会员,40,3
7471,喵喵咪喵喵,隐藏在程序员里的神秘人。,女,非会员,40,13
8078,一只平鱼,莫向外求,女,非会员,40,19
